year,activity,industry,chainPriceIdx,chainPricePctChange,chainQtyIdx,chainQtyPctChange,nomValueAdded,realValAdded,valAddedPctMESA,valAddedPctGDP
2016,Eating and drinking places,,109.815,1.7,105.381,1.7,6070,,3.3,0.1
2016,Hotel and lodging places,,107.069,0.5,104.905,0.5,9136,,17.3,0.3
2016,Travel arrangement services,,99.489,4.5,113.246,4.5,8300,,0.4,0
2016,Transportation services,,99.22,-1.6,100.746,-1.6,8404,,3.4,0.1
2016,National defense and public administration,,102.876,-0.1,98.655,-0.1,10776,,31.1,0.6
2016,National defense and coast guard,,102.993,-0.1,98.652,-0.1,315,,29.2,0.5
2016,Federal public administration,,100.6,1,98.895,1,338,,1.7,0
2016,State and local public administration,,107.843,2.5,95.935,2.5,289,,0.1,0
2017,Total Marine Economy,,97.96,-0.9,99.004,-0.9,271,,100,1.8
2017,"Living resources, marine",,101.753,-0.1,104.711,-0.1,277,,3.5,0.1
2017,"Commercial harvest, seafood markets, and processing",,101.556,-0.5,103.935,-0.5,241,,3.2,0.1
2017,Commercial harvest and seafood markets,,94.149,3.6,111.669,3.6,1230,,2,0
2017,Seafood processing,,114.941,-7,92.457,-7,1464,,1.2,0
2017,Fish-based animal foods,,82.27,-3.8,136.258,-3.8,1281,,0,0
2017,"Pharmaceuticals, marine-based",,106.149,5.7,112.764,5.7,1249,,0.3,0
2017,"Construction, coastal and marine",,107.393,-8.5,101.996,-8.5,1286,,1,0
2017,Conservation,,106.459,-7.2,115.055,-7.2,1160,,0.6,0
2017,Dredging,,106.783,-5.6,87.144,-5.6,86,,0,0
2017,Recreation facilities,,109.519,-11.4,82.954,-11.4,93,,0.3,0
2017,"Research and education, marine",,103.866,-0.7,106.358,-0.7,79,,1.9,0
2017,Scientific research,,101.059,-0.1,111.199,-0.1,75,,1.1,0
2017,National defense R&D,,100.764,-0.5,95.489,-0.5,75,,0,0
2017,Federal nondefense R&D,,104.883,-1.6,112.291,-1.6,66,,0.4,0
2017,State and local R&D,,96.482,2.1,115.123,2.1,207,,0.4,0
2017,Nonacademic R&D,,102.983,-1.2,107.183,-1.2,222,,0.3,0
2017,Educational programs and courses,,108.157,-1.5,98.506,-1.5,190,,0.7,0
2017,Vocational training,,110.799,-4.3,105.248,-4.3,179,,0,0
2017,Laboratories,,106.431,3.6,122.498,3.6,180,,0,0
2017,"Transportation and warehousing, marine",,121.751,-1,81.584,-1,157,,6.4,0.1
2017,Freight transportation,,116.134,-6.6,84.107,-6.6,90,,4.1,0.1
2017,Passenger transportation,,141.034,9.7,68.43,9.7,136,,1.8,0
2017,Warehousing and storage,,105.769,12.1,123.862,12.1,121,,0.5,0
2017,"Professional and technical services, marine",,101.542,-7.4,103.584,-7.4,113,,0.9,0
2017,"Minerals, offshore",,69.707,-8,83.831,-8,127,,13.1,0.2
2017,Oil and gas,,69.102,-8.6,83.097,-8.6,101,,12.6,0.2
2017,Sand and gravel,,96.669,14.5,115.051,14.5,277,,0.4,0
2017,Support services,,109.885,-4.4,78.92,-4.4,383,,0.1,0
2017,"Utilities, coastal",,81.854,-1.3,124.611,-1.3,343,,2.2,0
2017,Traditional power generation,,81.854,-1.3,124.611,-1.3,358,,2.2,0
2017,"Ship and boat building, nonrecreational",,98.956,-6.3,156.132,-6.3,368,,2.8,0.1
2017,Ship building1,,98.115,-7.2,170.291,-7.2,362,,2.4,0
2017,Barges and other nonpropelled ships,,95.702,-4.4,66.337,-4.4,570,,0,0
2017,Military ships,,97.85,-7.4,178.831,-7.4,631,,2.3,0
2017,Other ships,,102.544,-2.3,83.801,-2.3,550,,0.1,0
2017,Boat building2,,102.758,1,98.842,1,525,,0.3,0
2017,Fishing boats,,102.552,-1.8,84.346,-1.8,536,,0,0
2017,Tugboats and towboats,,102.552,-1.8,84.346,-1.8,475,,0,0
2017,Outboard motorboats,,101.061,-2.9,124.814,-2.9,121049,,0,0
2017,Inboard motorboats,,104.086,6.9,124.25,6.9,127745,,0.1,0
2017,Other boats,,102.199,-0.6,90.003,-0.6,128888,,0.1,0
2017,"Tourism and recreation, coastal and offshore",,107.259,3.5,105.104,3.5,136464,,38.1,0.7
2017,Guided tours,,110.654,11.8,88.218,11.8,143890,,1.8,0
2017,Water guided tours,,110.395,15.3,82.863,15.3,149361,,1,0
2017,Other scenic tours,,111.022,7.4,96.784,7.4,6642,,0.8,0
2017,"Recreational fishing, offshore",,100.023,3,159.864,3,6392,,1,0
2017,"Boating and paddling, offshore",,104.118,4.9,97.442,4.9,5739,,5.7,0.1
2017,Sailing,,104.461,2.4,107.901,2.4,6484,,0.3,0
2017,Motorboating,,105.222,4.2,98.834,4.2,6912,,3.7,0.1
2017,Canoeing,,105.213,0.8,114.538,0.8,7073,,0,0
2017,Kayaking,,103.682,1.6,112.658,1.6,4089,,0,0
2017,Other boating and paddling3,,101.782,6.9,92.71,6.9,3802,,1.7,0
2017,Other water activities4,,102.535,-0.3,114.289,-0.3,3215,,0.2,0
2017,Other coastal recreation,,101.915,4.2,104.37,4.2,3741,,4.3,0.1
2017,Maritime museums and cultural institutions,,110.115,3.6,91.762,3.6,4069,,0.2,0
2017,Beachgoing,,102.459,6.1,97.561,6.1,4093,,0,0
2017,Amusement parks,,118.939,7.6,111.948,7.6,2553,,0.4,0
2017,Hiking and camping,,103.679,1.9,100.807,1.9,2590,,0.2,0
2017,RVing,,105.135,5,97.252,5,2524,,1.3,0
2017,Photography,,90.5,-0.3,130.757,-0.3,2743,,0.1,0
2017,Other general expenses,,96.975,3.5,108.228,3.5,2843,,2.1,0
2017,"Trips and travel, coastal",,109.047,2.5,107.109,2.5,2981,,25,0.5
2017,Eating and drinking places,,112.813,2.3,107.795,2.3,2215,,3.4,0.1
2017,Hotel and lodging places,,110.398,1.8,106.827,1.8,2490,,17.7,0.3
2017,Travel arrangement services,,98.472,7.2,121.397,7.2,3457,,0.4,0
2017,Transportation services,,100.891,5.8,106.561,5.8,3542,,3.6,0.1
2017,National defense and public administration,,104.806,-1.9,96.733,-1.9,3597,,30.2,0.6
2017,National defense and coast guard,,104.855,-2.5,96.226,-2.5,3891,,28.3,0.5
2017,Federal public administration,,103.818,6.3,105.107,6.3,20171,,1.8,0
2017,State and local public administration,,106.566,3.9,99.724,3.9,20436,,0.1,0
2018,Total Marine Economy,,102.269,0.9,99.897,0.9,18997,,100,1.8
2018,"Living resources, marine",,109.046,-2.2,102.443,-2.2,20464,,3.5,0.1
2018,"Commercial harvest, seafood markets, and processing",,109.175,-3.4,100.417,-3.4,21966,,3.2,0.1
2018,Commercial harvest and seafood markets,,101.16,-1.9,109.598,-1.9,22445,,2,0
2018,Seafood processing,,123.673,-6,86.921,-6,917,,1.2,0
2018,Fish-based animal foods,,85.568,-2.1,133.4,-2.1,976,,0,0
2018,"Pharmaceuticals, marine-based",,110.035,12.8,127.153,12.8,1032,,0.3,0
2018,"Construction, coastal and marine",,110.067,3.2,105.292,3.2,1033,,1,0
2018,Conservation,,108.521,2.2,117.562,2.2,1061,,0.6,0
2018,Dredging,,108.763,14.4,99.71,14.4,1105,,0,0
2018,Recreation facilities,,113.567,4.4,86.614,4.4,12785,,0.3,0
2018,"Research and education, marine",,107.381,-2.8,103.424,-2.8,13087,,1.8,0
2018,Scientific research,,105.137,2.6,114.05,2.6,12442,,1.2,0
2018,National defense R&D,,104.521,-1.1,94.471,-1.1,13296,,0,0
2018,Federal nondefense R&D,,108.733,0,112.297,0,14164,,0.3,0
2018,State and local R&D,,100.077,1,116.327,1,14634,,0.4,0
2018,Nonacademic R&D,,107.908,7.3,115.007,7.3,74,,0.4,0
2018,Educational programs and courses,,110.641,-11.9,86.759,-11.9,84,,0.6,0
2018,Vocational training,,113.069,-1.7,103.433,-1.7,88,,0,0
2018,Laboratories,,108.556,-12,107.789,-12,89,,0,0
2018,"Transportation and warehousing, marine",,123.365,5.9,86.419,5.9,94,,6.5,0.1
2018,Freight transportation,,123.76,-0.5,83.667,-0.5,98,,4.2,0.1
2018,Passenger transportation,,125.828,21,82.767,21,51,,1.8,0
2018,Warehousing and storage,,110.475,11.2,137.75,11.2,58,,0.6,0
2018,"Professional and technical services, marine",,100.983,3.6,107.303,3.6,59,,0.9,0
2018,"Minerals, offshore",,79.542,1.1,84.74,1.1,60,,14.3,0.3
2018,Oil and gas,,79.11,1.1,84.021,1.1,62,,13.8,0.3
2018,Sand and gravel,,101.424,-0.6,114.368,-0.6,63,,0.4,0
2018,Support services,,113.129,4.8,82.742,4.8,6344,,0.1,0
2018,"Utilities, coastal",,94.419,-12.3,109.231,-12.3,6232,,2.1,0
2018,Traditional power generation,,94.419,-12.3,109.231,-12.3,5376,,2.1,0
2018,"Ship and boat building, nonrecreational",,95.951,4.6,163.389,4.6,5986,,2.7,0
2018,Ship building1,,95.137,4.4,177.819,4.4,6586,,2.3,0
2018,Barges and other nonpropelled ships,,91.919,1,66.991,1,6546,,0,0
2018,Military ships,,95.056,4.2,186.393,4.2,678,,2.2,0
2018,Other ships,,94.187,11.4,93.392,11.4,781,,0.1,0
2018,Boat building2,,99.629,6.2,104.991,6.2,806,,0.3,0
2018,Fishing boats,,94.402,9.4,92.305,9.4,794,,0,0
2018,Tugboats and towboats,,94.402,9.4,92.305,9.4,823,,0,0
2018,Outboard motorboats,,103.984,8.9,135.872,8.9,832,,0,0
2018,Inboard motorboats,,105.702,1.4,125.947,1.4,14461,,0.1,0
2018,Other boats,,97.099,7.5,96.772,7.5,14892,,0.1,0
2018,"Tourism and recreation, coastal and offshore",,109.993,2.8,108.07,2.8,14683,,38.1,0.7
2018,Guided tours,,113.442,4,91.732,4,15382,,1.8,0
2018,Water guided tours,,112.979,6.3,88.069,6.3,15988,,1.1,0
2018,Other scenic tours,,114.098,0.9,97.608,0.9,16305,,0.8,0
2018,"Recreational fishing, offshore",,98.049,3.6,165.617,3.6,727,,1,0
2018,"Boating and paddling, offshore",,107.623,3.8,101.186,3.8,620,,5.8,0.1
2018,Sailing,,107.351,-0.1,107.753,-0.1,688,,0.3,0
2018,Motorboating,,109.067,2.8,101.574,2.8,735,,3.7,0.1
2018,Canoeing,,107.979,3.2,118.157,3.2,745,,0,0
2018,Kayaking,,105.92,1.1,113.929,1.1,786,,0,0
2018,Other boating and paddling3,,104.686,7,99.164,7,96,,1.7,0
2018,Other water activities4,,103.394,2.8,117.44,2.8,94,,0.2,0
2018,Other coastal recreation,,102.275,3.6,108.099,3.6,91,,4.2,0.1
2018,Maritime museums and cultural institutions,,112.474,-0.7,91.09,-0.7,96,,0.2,0
2018,Beachgoing,,101.173,3.4,100.833,3.4,98,,0,0
2018,Amusement parks,,121.687,6.3,119.05,6.3,97,,0.4,0
2018,Hiking and camping,,106.803,3,103.809,3,1168,,0.2,0
2018,RVing,,108.016,6.6,103.703,6.6,1272,,1.3,0
2018,Photography,,91.539,-3,126.849,-3,1382,,0.1,0
2018,Other general expenses,,95.103,1.8,110.191,1.8,1555,,2,0
2018,"Trips and travel, coastal",,112.248,2.3,109.625,2.3,1692,,25,0.5
2018,Eating and drinking places,,116.205,1.2,109.137,1.2,1792,,3.3,0.1
2018,Hotel and lodging places,,114.017,1.8,108.735,1.8,546,,17.6,0.3
2018,Travel arrangement services,,97.433,6.4,129.146,6.4,562,,0.4,0
2018,Transportation services,,102.587,5.7,112.634,5.7,560,,3.7,0.1
2018,National defense and public administration,,108.06,-1.5,95.244,-1.5,571,,29.1,0.5
2018,National defense and coast guard,,108.071,-1.8,94.518,-1.8,606,,27.2,0.5
2018,Federal public administration,,107.738,1.8,106.949,1.8,624,,1.8,0
2018,State and local public administration,,107.924,3.8,103.507,3.8,4493,,0.1,0
2019,Total Marine Economy,,102.984,4.2,104.132,4.2,4573,385051,100,1.9
2019,"Living resources, marine",,113.584,-1,101.441,-1,4236,12028,3.4,0.1
2019,"Commercial harvest, seafood markets, and processing",,113.649,-1.3,99.153,-1.3,4594,10899,3.1,0.1
2019,Commercial harvest and seafood markets,,102.675,1.7,111.415,1.7,5033,7744,2,0
2019,Seafood processing,,134.684,-6.3,81.486,-6.3,5097,3294,1.1,0
2019,Fish-based animal foods,,76.873,14.7,153.024,14.7,243,90,0,0
2019,"Pharmaceuticals, marine-based",,116.362,1.1,128.584,1.1,341,1036,0.3,0
2019,"Construction, coastal and marine",,115.766,12,117.889,12,281,3694,1.1,0
2019,Conservation,,114.646,8.1,127.085,8.1,288,2343,0.7,0
2019,Dredging,,115.186,20.9,120.568,20.9,282,127,0,0
2019,Recreation facilities,,118.345,18.9,103.016,18.9,295,1221,0.4,0
2019,"Research and education, marine",,109.891,5.2,108.778,5.2,7187,6613,1.8,0
2019,Scientific research,,107.542,7.5,122.547,7.5,7431,4493,1.2,0
2019,National defense R&D,,106.43,6.2,100.329,6.2,7444,110,0,0
2019,Federal nondefense R&D,,112.401,2.1,114.619,2.1,7543,1230,0.3,0
2019,State and local R&D,,100.324,4.9,121.978,4.9,7532,1659,0.4,0
2019,Nonacademic R&D,,111.757,15.5,132.822,15.5,7615,1493,0.4,0
2019,Educational programs and courses,,113.475,1.4,87.969,1.4,76883,1959,0.6,0
2019,Vocational training,,114.036,-5,98.285,-5,82755,140,0,0
2019,Laboratories,,110.759,0.7,108.575,0.7,85206,48,0,0
2019,"Transportation and warehousing, marine",,122.362,6.2,91.759,6.2,89798,21268,6.6,0.1
2019,Freight transportation,,129.65,0,83.64,0,94605,12710,4.2,0.1
2019,Passenger transportation,,110.384,21,100.116,21,98816,6610,1.8,0
2019,Warehousing and storage,,108.714,8.9,149.944,8.9,9896,2068,0.6,0
2019,"Professional and technical services, marine",,104.707,-12.9,93.493,-12.9,10802,2979,0.8,0
2019,"Minerals, offshore",,73.561,14.6,97.089,14.6,11452,78028,14.5,0.3
2019,Oil and gas,,72.969,15.4,96.961,15.4,12034,76296,14,0.3
2019,Sand and gravel,,100.754,-4.7,109.024,-4.7,12550,1439,0.4,0
2019,Support services,,116.779,-20.7,65.606,-20.7,13104,236,0.1,0
2019,"Utilities, coastal",,103.817,-7.2,101.354,-7.2,53679,7690,2,0
2019,Traditional power generation,,103.817,-7.2,101.354,-7.2,57966,7690,2,0
2019,"Ship and boat building, nonrecreational",,94.859,23.4,201.563,23.4,60293,12906,3.1,0.1
2019,Ship building1,,93.516,28.8,229.066,28.8,63307,11850,2.8,0.1
2019,Barges and other nonpropelled ships,,103.97,-18.4,54.675,-18.4,66550,63,0,0
2019,Military ships,,93.291,30.7,243.53,30.7,69788,11551,2.7,0.1
2019,Other ships,,94.449,-13.5,80.823,-13.5,1251,255,0.1,0
2019,Boat building2,,103.139,-12.9,91.495,-12.9,1352,1125,0.3,0
2019,Fishing boats,,94.739,-13,80.305,-13,1409,69,0,0
2019,Tugboats and towboats,,94.739,-13,80.305,-13,1495,166,0,0
2019,Outboard motorboats,,113.404,-27.2,98.887,-27.2,1574,89,0,0
2019,Inboard motorboats,,110.631,-6.1,118.208,-6.1,1645,327,0.1,0
2019,Other boats,,100.027,-13.9,83.284,-13.9,12057,475,0.1,0
2019,"Tourism and recreation, coastal and offshore",,112.315,1.7,109.86,1.7,12635,132984,37.7,0.7
